long,long,long,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,long,long,long,long,flags,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,float,long,long
504,-1,-1,503,"100 Quests Completed",,,,,,,,,,,,,,,,0xFF01FE,"Complete 100 quests.",,,,,,,,,,,,,,,,16712190,96,10,2,0x0,3420,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
513,-1,-1,238,"100 Honorable Kills",,,,,,,,,,,,,,,,0xFF01FE,"Get 100 honorable kills.",,,,,,,,,,,,,,,,16712190,95,10,2,0x0,3455,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
523,-1,-1,522,"5 Exalted Reputations",,,,,,,,,,,,,,,,0xFF01FE,"Raise 5 reputations to Exalted.",,,,,,,,,,,,,,,,16712190,201,10,2,0x0,3609,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
527,-1,-1,0,"Largest hit received",,,,,,,,,,,,,,,,0xFF01FE,"Largest hit received",,,,,,,,,,,,,,,,16712190,141,0,2,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
594,-1,-1,0,"Deaths from Hogger",,,,,,,,,,,,,,,,0xFF01FE,"Deaths from Hogger",,,,,,,,,,,,,,,,16712190,126,0,2,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
606,-1,-1,605,"5 Coins of Ancestry",,,,,,,,,,,,,,,,0xFF01FE,"Receive 5 Coins of Ancestry.",,,,,,,,,,,,,,,,16712190,160,10,2,0x0,2717,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
624,-1,615,0,"Less Is More (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Sartharion the Onyx Guardian and the Twilight Drakes with fewer than 9 players in 10-player mode.",,,,,,,,,,,,,,,,16712190,14922,10,2,0x0,3253,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
627,-1,-1,0,"Explore Dun Morogh",,,,,,,,,,,,,,,,0xFF01FE,"Explore Dun Morogh, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14777,10,2,0x0,3531,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
628,-1,-1,0,"Deadmines",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Edwin VanCleef.",,,,,,,,,,,,,,,,16712190,14808,10,2,0x0,3627,"",,,,,,,,,,,,,,,,2,34187409591322E-38,1,0
648,-1,542,0,"The Blood Furnace",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Keli'dan the Breaker.",,,,,,,,,,,,,,,,16712190,14805,10,2,0x0,3629,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
731,-1,-1,116,"Professional Expert",,,,,,,,,,,,,,,,0xFF01FE,"Become an Expert in a profession.",,,,,,,,,,,,,,,,16712190,169,10,2,0x0,2846,"",,,,,,,,,,,,,,,,2,34187437617291E-38,1,0
736,-1,-1,0,"Explore Mulgore",,,,,,,,,,,,,,,,0xFF01FE,"Explore Mulgore, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14778,10,2,0x0,3562,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
753,-1,-1,0,"Average gold earned per day",,,,,,,,,,,,,,,,0xFF01FE,"Average gold earned per day",,,,,,,,,,,,,,,,16712190,140,0,2,0x49,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,328
764,1,-1,0,"The Burning Crusader",,,,,,,,,,,,,,,,0xFF01FE,"Raise all of The Burning Crusade dungeon reputations to exalted.",,,,,,,,,,,,,,,,16712190,14865,20,2,0x0,2365,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
798,-1,-1,0,"Rebirthed by druids",,,,,,,,,,,,,,,,0xFF01FE,"Rebirthed by druids",,,,,,,,,,,,,,,,16712190,127,0,2,0x9,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
838,-1,-1,0,"Arenas played",,,,,,,,,,,,,,,,0xFF01FE,"Arenas played",,,,,,,,,,,,,,,,16712190,152,0,2,0x9,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
863,-1,-1,0,"Explore Zangarmarsh",,,,,,,,,,,,,,,,0xFF01FE,"Explore Zangarmarsh, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14779,10,2,0x0,3585,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
918,-1,-1,0,"Total deaths in 5-player dungeons",,,,,,,,,,,,,,,,0xFF01FE,"Total deaths in 5-player dungeons",,,,,,,,,,,,,,,,16712190,125,0,2,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
944,-1,-1,0,"They Love Me In That Tunnel",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with Timbermaw Hold.",,,,,,,,,,,,,,,,16712190,14864,15,2,0x0,3685,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
949,-1,-1,0,"Tuskarrmageddon",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with The Kalu'ak .",,,,,,,,,,,,,,,,16712190,14866,15,2,0x0,3702,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1047,-1,-1,0,"Total facepalms",,,,,,,,,,,,,,,,0xFF01FE,"Total facepalms",,,,,,,,,,,,,,,,16712190,131,0,2,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1069,-1,557,0,"Nexus-Prince Shaffar kills (Mana Tombs)",,,,,,,,,,,,,,,,0xFF01FE,"Nexus-Prince Shaffar kills (Mana Tombs)",,,,,,,,,,,,,,,,16712190,14822,5,2,0x1,1677,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1092,-1,33,0,"Archmage Arugal kills (Shadowfang Keep)",,,,,,,,,,,,,,,,0xFF01FE,"Archmage Arugal kills (Shadowfang Keep)",,,,,,,,,,,,,,,,16712190,14821,5,2,0x1,2126,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1107,-1,-1,0,"Deaths in 3v3",,,,,,,,,,,,,,,,0xFF01FE,"Deaths in 3v3",,,,,,,,,,,,,,,,16712190,123,0,2,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1125,-1,-1,0,"Bandage used most",,,,,,,,,,,,,,,,0xFF01FE,"Bandage used most",,,,,,,,,,,,,,,,16712190,145,0,2,0x11,4,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,344
1189,1,-1,0,"To Hellfire and Back",,,,,,,,,,,,,,,,0xFF01FE,"Complete 80 quests in Hellfire Peninsula.",,,,,,,,,,,,,,,,16712190,14862,10,2,0x0,3554,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1198,-1,-1,0,"Total kills that grant experience or honor",,,,,,,,,,,,,,,,0xFF01FE,"Total kills that grant experience or honor",,,,,,,,,,,,,,,,16712190,128,0,2,0x9,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1201,-1,-1,0,"Professions at maximum skill",,,,,,,,,,,,,,,,0xFF01FE,"Professions at maximum skill",,,,,,,,,,,,,,,,16712190,132,0,2,0x21,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1203,0,-1,0,"Strange Brew",,,,,,,,,,,,,,,,0xFF01FE,"Drink the Brewfest beers listed below.",,,,,,,,,,,,,,,,16712190,162,10,2,0x0,1780,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1263,-1,-1,0,"Explore Howling Fjord",,,,,,,,,,,,,,,,0xFF01FE,"Explore Howling Fjord, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14780,10,2,0x0,3331,"",,,,,,,,,,,,,,,,1,69481579217749E38,0,0
1285,-1,-1,0,"Classic Raider",,,,,,,,,,,,,,,,0xFF01FE,"Complete the classic raid achievements listed below.",,,,,,,,,,,,,,,,16712190,168,20,2,0x0,3203,"",,,,,,,,,,,,,,,,4,23703948044372E37,0,0
1309,-1,607,1308,"Strand of the Ancients Veteran",,,,,,,,,,,,,,,,0xFF01FE,"Complete 100 victories in Strand of the Ancients.",,,,,,,,,,,,,,,,16712190,14881,10,2,0x0,3402,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
1337,-1,-1,0,"Different creature types killed",,,,,,,,,,,,,,,,0xFF01FE,"Different creature types killed",,,,,,,,,,,,,,,,16712190,135,0,2,0x21,1,"",,,,,,,,,,,,,,,,-1,69481558935339E38,0,107
1358,0,-1,0,"Nothing Boring About Borean",,,,,,,,,,,,,,,,0xFF01FE,"Complete 150 quests in Borean Tundra.",,,,,,,,,,,,,,,,16712190,14863,10,2,0x88,3336,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
1462,-1,-1,0,"Badges of Justice acquired",,,,,,,,,,,,,,,,0xFF01FE,"Badges of Justice acquired",,,,,,,,,,,,,,,,16712190,130,0,2,0x1,1,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
1488,-1,-1,0,"World Killing Blows",,,,,,,,,,,,,,,,0xFF01FE,"Cumulative for Azeroth, Northrend etc.",,,,,,,,,,,,,,,,16712190,137,0,2,0x9,4,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
1504,-1,574,0,"Ingvar the Plunderer kills (Heroic Utgarde Keep)",,,,,,,,,,,,,,,,0xFF01FE,"Ingvar the Plunderer kills (Heroic Utgarde Keep)",,,,,,,,,,,,,,,,16712190,14823,5,2,0x1,2813,"",,,,,,,,,,,,,,,,1,69481558935339E38,0,0
1525,-1,-1,0,"Cooking daily quests completed",,,,,,,,,,,,,,,,0xFF01FE,"Cooking daily quests completed",,,,,,,,,,,,,,,,16712190,178,10,2,0x9,2923,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
1676,1,-1,0,"Loremaster of Eastern Kingdoms",,,,,,,,,,,,,,,,0xFF01FE,"Complete 700 quests in Eastern Kingdoms.",,,,,,,,,,,,,,,,16712190,14861,10,2,0x88,3490,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
1693,0,-1,0,"Fool For Love",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Love is in the Air achievements listed below.",,,,,,,,,,,,,,,,16712190,155,10,2,0x0,3699,"Title Reward: The Love Fool",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
1718,-1,571,1717,"Wintergrasp Veteran",,,,,,,,,,,,,,,,0xFF01FE,"Win 100 battles for Wintergrasp.",,,,,,,,,,,,,,,,16712190,14901,10,2,0x0,187,"",,,,,,,,,,,,,,,,1,69481558935339E38,0,0
1729,-1,-1,0,"Alchemy Recipes learned",,,,,,,,,,,,,,,,0xFF01FE,"Alchemy Recipes learned",,,,,,,,,,,,,,,,16712190,173,0,2,0x1,4,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
1788,-1,-1,0,"Bad Example",,,,,,,,,,,,,,,,0xFF01FE,"Eat the sweets listed below while your orphan is watching.",,,,,,,,,,,,,,,,16712190,163,10,2,0x0,1519,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
1877,-1,615,0,"Less Is More (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Sartharion the Onyx Guardian and the Twilight Drakes with fewer than 21 players in 25-player mode.",,,,,,,,,,,,,,,,16712190,14923,10,2,0x0,3308,"",,,,,,,,,,,,,,,,1,69481558935339E38,0,0
2277,-1,-1,0,"Summons accepted",,,,,,,,,,,,,,,,0xFF01FE,"Summons accepted",,,,,,,,,,,,,,,,16712190,134,0,2,0x1,1,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
2396,-1,-1,0,"Battleground played the most",,,,,,,,,,,,,,,,0xFF01FE,"Battleground played the most",,,,,,,,,,,,,,,,16712190,153,0,2,0x11,1,"",,,,,,,,,,,,,,,,1,69481558935339E38,0,839
2417,-1,-1,0,"Chocolate Lover",,,,,,,,,,,,,,,,0xFF01FE,"Eat 25 Noblegarden Chocolates during the Noblegarden celebration.",,,,,,,,,,,,,,,,16712190,159,10,2,0x0,3706,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
2758,-1,-1,2756,"Argent Valor",,,,,,,,,,,,,,,,0xFF01FE,"Train to compete in the Argent Tournament by becoming a Valiant for your race's faction.",,,,,,,,,,,,,,,,16712190,14941,10,2,0x0,3744,"",,,,,,,,,,,,,,,,4,23703897338348E37,1,0
2857,-1,603,0,"Razorscale kills (Ulduar 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Razorscale kills (Ulduar 10 player)",,,,,,,,,,,,,,,,16712190,14963,10,2,0x1,1700,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
2888,-1,603,0,"The Antechamber of Ulduar (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses of The Antechamber area of Ulduar in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,2,0x0,3846,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
2889,-1,603,0,"The Antechamber of Ulduar (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses of The Antechamber area of Ulduar in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,2,0x0,3846,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
3576,1,-1,0,"Now We're Cookin'",,,,,,,,,,,,,,,,0xFF01FE,"Cook up one of every Pilgrim's Bounty dish.",,,,,,,,,,,,,,,,16712190,14981,10,2,0x0,3678,"",,,,,,,,,,,,,,,,2,35069919338185E-38,0,0
3777,-1,628,3776,"Isle of Conquest Veteran",,,,,,,,,,,,,,,,0xFF01FE,"Complete 100 victories in Isle of Conquest.",,,,,,,,,,,,,,,,16712190,15003,10,2,0x0,3378,"",,,,,,,,,,,,,,,,2,34280932250831E-38,0,0
3812,-1,-1,0,"Call of the Grand Crusade (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat every boss in the Trial of the Grand Crusader in 25-player Heroic mode.",,,,,,,,,,,,,,,,16712190,15002,10,2,0x0,3744,"",,,,,,,,,,,,,,,,2,34280918237846E-38,0,0
3918,-1,-1,0,"Call of the Grand Crusade (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat every boss in the Trial of the Grand Crusader in 10-player Heroic mode.",,,,,,,,,,,,,,,,16712190,15001,10,2,0x0,3744,"",,,,,,,,,,,,,,,,1,53872026851645E-33,0,0
4019,-1,-1,0,"Victories over Hunter Champion (Heroic Trial of the Champion)",,,,,,,,,,,,,,,,0xFF01FE,"Victories over Hunter Champion (Heroic Trial of the Champion)",,,,,,,,,,,,,,,,16712190,15021,0,2,0x1,1,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
4628,-1,631,4531,"Heroic: Storming the Citadel (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the first four bosses in Icecrown Citadel in 10-player Heroic mode.",,,,,,,,,,,,,,,,16712190,15041,10,2,0x0,4167,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
4632,-1,631,4604,"Heroic: Storming the Citadel (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the first four bosses in Icecrown Citadel in 25-player Heroic mode.",,,,,,,,,,,,,,,,16712190,15042,10,2,0x0,4167,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
4714,-1,-1,0,"Bronjahm kills (Heroic Forge of Souls)",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,16712188,15062,0,2,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
8,-1,-1,7,"Level 30",,,,,,,,,,,,,,,,0xFF01FE,"Reach level 30.",,,,,,,,,,,,,,,,16712190,92,10,3,0x4,3270,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
34,1,-1,0,"I've Toured the Fjord",,,,,,,,,,,,,,,,0xFF01FE,"Complete 130 quests in Howling Fjord.",,,,,,,,,,,,,,,,16712190,14863,10,3,0x0,3337,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
44,-1,-1,0,"Explore Outland",,,,,,,,,,,,,,,,0xFF01FE,"Explore the regions of Outland.",,,,,,,,,,,,,,,,16712190,97,25,3,0x0,3492,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
56,-1,489,0,"Deaths in Warsong Gulch",,,,,,,,,,,,,,,,0xFF01FE,"Deaths in Warsong Gulch",,,,,,,,,,,,,,,,16712190,124,0,3,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
97,-1,-1,0,"Daily quests completed",,,,,,,,,,,,,,,,0xFF01FE,"Daily quests completed",,,,,,,,,,,,,,,,16712190,133,0,3,0x1,0,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
113,-1,-1,0,"Deaths from fatigue",,,,,,,,,,,,,,,,0xFF01FE,"Deaths from fatigue",,,,,,,,,,,,,,,,16712190,126,0,3,0x1,4,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
123,-1,-1,122,"Artisan Cook",,,,,,,,,,,,,,,,0xFF01FE,"Become an Artisan Cook.",,,,,,,,,,,,,,,,16712190,170,10,3,0x0,1467,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
128,-1,-1,127,"Artisan Fisherman",,,,,,,,,,,,,,,,0xFF01FE,"Become an Artisan Fisherman.",,,,,,,,,,,,,,,,16712190,171,10,3,0x0,580,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
133,-1,-1,132,"Artisan in First Aid",,,,,,,,,,,,,,,,0xFF01FE,"Become an Artisan in first aid.",,,,,,,,,,,,,,,,16712190,172,10,3,0x0,504,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
165,-1,529,0,"Arathi Basin Perfection",,,,,,,,,,,,,,,,0xFF01FE,"Win Arathi Basin with a score of 1600 to 0.",,,,,,,,,,,,,,,,16712190,14802,20,3,0x0,3469,"",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
197,-1,-1,0,"Total damage done",,,,,,,,,,,,,,,,0xFF01FE,"Total damage done",,,,,,,,,,,,,,,,16712190,141,0,3,0x1,4,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
199,-1,489,0,"Capture the Flag",,,,,,,,,,,,,,,,0xFF01FE,"Personally carry and capture the flag in Warsong Gulch.",,,,,,,,,,,,,,,,16712190,14804,10,3,0x0,3390,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
221,-1,30,0,"Alterac Grave Robber",,,,,,,,,,,,,,,,0xFF01FE,"Take 50 graveyards in Alterac Valley.",,,,,,,,,,,,,,,,16712190,14801,10,3,0x0,3379,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
255,-1,-1,0,"Bring Me The Head of... Oh Wait",,,,,,,,,,,,,,,,0xFF01FE,"Kill the Headless Horseman.",,,,,,,,,,,,,,,,16712190,158,10,3,0x0,1817,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
259,0,-1,0,"Scrooge",,,,,,,,,,,,,,,,0xFF01FE,"Throw a snowball at Cairne Bloodhoof during the Feast of Winter Veil.",,,,,,,,,,,,,,,,16712190,156,10,3,0x0,1665,"",,,,,,,,,,,,,,,,2,34187437617291E-38,1,0
333,-1,-1,0,"Gold looted",,,,,,,,,,,,,,,,0xFF01FE,"Gold looted",,,,,,,,,,,,,,,,16712190,140,0,3,0x1,4,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
341,-1,-1,0,"Epic items looted",,,,,,,,,,,,,,,,0xFF01FE,"Epic items looted",,,,,,,,,,,,,,,,16712190,191,0,3,0x1,4,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
350,-1,-1,0,"Mage Portals taken",,,,,,,,,,,,,,,,0xFF01FE,"Mage Portals taken",,,,,,,,,,,,,,,,16712190,134,0,3,0x9,4,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
363,-1,-1,0,"5v5 matches",,,,,,,,,,,,,,,,0xFF01FE,"5v5 matches",,,,,,,,,,,,,,,,16712190,152,0,3,0x9,4,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
466,-1,-1,0,"Realm First! Level 80 Druid",,,,,,,,,,,,,,,,0xFF01FE,"First druid on the realm to achieve level 80.",,,,,,,,,,,,,,,,16712190,81,0,3,0x100,261,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
480,-1,601,0,"Azjol-Nerub",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses in Azjol-Nerub.",,,,,,,,,,,,,,,,16712190,14806,10,3,0x0,3229,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
491,-1,601,0,"Heroic: Azjol-Nerub",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the Azjol-Nerub bosses on Heroic Difficulty.",,,,,,,,,,,,,,,,16712190,14921,10,3,0x0,3230,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
505,-1,-1,504,"250 Quests Completed",,,,,,,,,,,,,,,,0xFF01FE,"Complete 250 quests.",,,,,,,,,,,,,,,,16712190,96,10,3,0x0,3419,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
515,-1,-1,513,"500 Honorable Kills",,,,,,,,,,,,,,,,0xFF01FE,"Get 500 honorable kills.",,,,,,,,,,,,,,,,16712190,95,10,3,0x0,3456,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
524,-1,-1,523,"10 Exalted Reputations",,,,,,,,,,,,,,,,0xFF01FE,"Raise 10 reputations to Exalted.",,,,,,,,,,,,,,,,16712190,201,10,3,0x0,3608,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
529,-1,-1,0,"Most factions at Honored or higher",,,,,,,,,,,,,,,,0xFF01FE,"Most factions at Honored or higher",,,,,,,,,,,,,,,,16712190,147,0,3,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
562,-1,533,0,"The Arachnid Quarter (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses of The Arachnid Quarter of Naxxramas in 10-player mode.",,,,,,,,,,,,,,,,16712190,14922,10,3,0x0,1899,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
563,-1,533,0,"The Arachnid Quarter (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses of The Arachnid Quarter of Naxxramas in 25-player mode.",,,,,,,,,,,,,,,,16712190,14923,10,3,0x0,1899,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
607,-1,-1,606,"10 Coins of Ancestry",,,,,,,,,,,,,,,,0xFF01FE,"Receive 10 Coins of Ancestry.",,,,,,,,,,,,,,,,16712190,160,10,3,0x0,2717,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
630,-1,-1,0,"Wailing Caverns",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Mutanus the Devourer.",,,,,,,,,,,,,,,,16712190,14808,10,3,0x0,3654,"",,,,,,,,,,,,,,,,2,34187437617291E-38,1,0
649,-1,547,0,"The Slave Pens",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Quagmirran.",,,,,,,,,,,,,,,,16712190,14805,10,3,0x0,3591,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
732,-1,-1,731,"Professional Artisan",,,,,,,,,,,,,,,,0xFF01FE,"Become an Artisan in a profession.",,,,,,,,,,,,,,,,16712190,169,10,3,0x0,2846,"",,,,,,,,,,,,,,,,2,34187437617291E-38,1,0
768,-1,-1,0,"Explore Tirisfal Glades",,,,,,,,,,,,,,,,0xFF01FE,"Explore Tirisfal Glades, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14777,10,3,0x0,3570,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
783,-1,566,0,"The Perfect Storm",,,,,,,,,,,,,,,,0xFF01FE,"Win Eye of the Storm with a score of 1600 to 0.",,,,,,,,,,,,,,,,16712190,14803,10,3,0x0,2830,"",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
840,-1,-1,0,"Battlegrounds won",,,,,,,,,,,,,,,,0xFF01FE,"Battlegrounds won",,,,,,,,,,,,,,,,16712190,153,0,3,0x9,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
842,-1,-1,0,"Explore Teldrassil",,,,,,,,,,,,,,,,0xFF01FE,"Explore Teldrassil, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14778,10,3,0x0,3528,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
867,-1,-1,0,"Explore Terokkar Forest",,,,,,,,,,,,,,,,0xFF01FE,"Explore Terokkar Forest, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14779,10,3,0x0,3586,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
875,-1,-1,398,"Vengefully Dedicated",,,,,,,,,,,,,,,,0xFF01FE,"Win 200 ranked arena matches at level 80.",,,,,,,,,,,,,,,,16712190,165,10,3,0x0,3594,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
893,-1,-1,0,"Cenarion War Hippogryph",,,,,,,,,,,,,,,,0xFF01FE,"Obtain the Cenarion War Hippogryph from the Cenarion Expedition in Zangarmarsh.",,,,,,,,,,,,,,,,16712190,14865,10,3,0x0,2554,"",,,,,,,,,,,,,,,,2,34187437617291E-38,1,0
950,-1,-1,0,"Frenzyheart Tribe",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with the Frenzyheart Tribe.",,,,,,,,,,,,,,,,16712190,14866,10,3,0x0,956,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
957,-1,-1,0,"Hero of the Zandalar Tribe",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with the Zandalar Tribe.",,,,,,,,,,,,,,,,16712190,14864,10,3,0x0,2745,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1067,-1,-1,0,"Total times playing world's smallest violin",,,,,,,,,,,,,,,,0xFF01FE,"Total times playing world's smallest violin",,,,,,,,,,,,,,,,16712190,131,0,3,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1070,-1,560,0,"Epoch Hunter kills (The Escape From Durnholde)",,,,,,,,,,,,,,,,0xFF01FE,"Epoch Hunter kills (The Escape From Durnholde)",,,,,,,,,,,,,,,,16712190,14822,5,3,0x1,1701,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1093,-1,189,0,"Scarlet Commander Mograine kills (Scarlet Monastery)",,,,,,,,,,,,,,,,0xFF01FE,"Scarlet Commander Mograine kills (Scarlet Monastery)",,,,,,,,,,,,,,,,16712190,14821,5,3,0x1,2792,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1108,-1,-1,0,"Deaths in 5v5",,,,,,,,,,,,,,,,0xFF01FE,"Deaths in 5v5",,,,,,,,,,,,,,,,16712190,123,0,3,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1145,-1,-1,0,"King of the Fire Festival",,,,,,,,,,,,,,,,0xFF01FE,"Complete the quest, A ""Thief's Reward"", by stealing the flames from your enemy's capital cities.",,,,,,,,,,,,,,,,16712190,161,10,3,0x0,1599,"",,,,,,,,,,,,,,,,2,34187437617291E-38,1,0
1200,-1,-1,0,"Secondary skills at maximum skill",,,,,,,,,,,,,,,,0xFF01FE,"Secondary skills at maximum skill",,,,,,,,,,,,,,,,16712190,132,0,3,0x21,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1229,-1,-1,0,"Revived by druids",,,,,,,,,,,,,,,,0xFF01FE,"Revived by druids",,,,,,,,,,,,,,,,16712190,127,0,3,0x9,1,"",,,,,,,,,,,,,,,,4,23703948044372E37,0,0
